,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,LABEL
30120,30121,2016,8,7,0,16.0,16.0,2.0,31.0,600.0,47.0,24.2,996.9,22.1,0.3,NNW,1.7,Changping,EXCELLENT
30121,30122,2016,8,7,1,9.0,9.0,2.0,9.0,1400.0,61.0,24.1,996.9,21.6,0.7,NE,2.3,Changping,EXCELLENT
30122,30123,2016,8,7,2,7.0,7.0,28.0,11.0,300.0,47.0,24.0,996.9,21.9,0.3,NNW,2.4,Changping,EXCELLENT
30123,30124,2016,8,7,3,10.0,10.0,2.0,12.0,500.0,45.0,24.1,997.0,22.4,0.1,N,1.1,Changping,EXCELLENT
30124,30125,2016,8,7,4,11.0,11.0,2.0,4.0,400.0,56.0,23.9,997.2,22.0,0.2,N,2.4,Changping,EXCELLENT
30125,30126,2016,8,7,5,10.0,10.0,2.0,10.0,500.0,64.0,23.9,997.1,21.8,0.0,NNW,1.9,Changping,EXCELLENT
30126,30127,2016,8,7,6,8.0,21.0,2.0,19.0,700.0,56.0,24.3,997.8,22.4,0.0,SW,0.7,Changping,EXCELLENT
30127,30128,2016,8,7,7,14.0,30.0,2.0,21.0,700.0,38.0,24.9,998.9,22.2,0.0,N,1.1,Changping,EXCELLENT
30128,30129,2016,8,7,8,12.0,30.0,2.0,14.0,700.0,50.0,24.0,999.8,22.6,1.8,SW,1.1,Changping,EXCELLENT
30129,30130,2016,8,7,9,16.0,37.0,2.0,46.0,900.0,26.0,23.9,1000.7,22.9,0.2,SW,1.6,Changping,EXCELLENT
30130,30131,2016,8,7,10,21.0,21.0,2.0,35.0,1000.0,39.0,24.2,1001.1,23.2,0.0,W,1.3,Changping,EXCELLENT
30131,30132,2016,8,7,11,25.0,25.0,2.0,30.0,1000.0,44.0,26.4,1000.5,23.3,0.0,NW,1.3,Changping,EXCELLENT
30132,30133,2016,8,7,12,15.0,21.0,2.0,27.0,800.0,63.0,28.9,1000.1,23.1,0.0,SSW,1.9,Changping,EXCELLENT
30133,30134,2016,8,7,13,17.0,17.0,2.0,13.0,700.0,93.0,30.6,999.4,21.7,0.0,SSW,2.3,Changping,EXCELLENT
30134,30135,2016,8,7,14,3.0,6.0,2.0,10.0,600.0,100.0,31.5,999.0,21.7,0.0,S,2.4,Changping,EXCELLENT
30135,30136,2016,8,7,15,10.0,10.0,2.0,10.0,600.0,112.0,32.1,999.0,21.3,0.0,SSW,2.3,Changping,EXCELLENT
30136,30137,2016,8,7,16,10.0,15.0,2.0,8.0,600.0,117.0,32.3,998.6,20.9,0.0,SSW,2.0,Changping,EXCELLENT
30137,30138,2016,8,7,17,11.0,13.0,2.0,9.0,700.0,134.0,32.6,998.5,21.1,0.0,WSW,1.5,Changping,EXCELLENT
30138,30139,2016,8,7,18,6.0,28.0,2.0,11.0,700.0,132.0,32.0,998.6,20.9,0.0,WSW,1.6,Changping,EXCELLENT
30139,30140,2016,8,7,19,13.0,22.0,2.0,16.0,800.0,134.0,30.6,999.2,20.8,0.0,WSW,1.5,Changping,GOOD
30140,30141,2016,8,7,20,21.0,45.0,2.0,26.0,800.0,98.0,28.1,999.8,22.6,0.0,N,1.8,Changping,EXCELLENT
30141,30142,2016,8,7,21,20.0,55.0,2.0,20.0,900.0,61.0,27.0,1000.6,22.0,0.0,NNW,1.3,Changping,EXCELLENT
30142,30143,2016,8,7,22,12.0,17.0,2.0,14.0,800.0,61.0,26.0,1000.7,21.9,0.0,NW,1.2,Changping,EXCELLENT
30143,30144,2016,8,7,23,16.0,19.0,2.0,17.0,700.0,50.0,25.3,1001.0,21.6,0.0,N,1.4,Changping,EXCELLENT
30144,30145,2016,8,8,0,14.0,18.0,2.0,13.0,700.0,54.0,25.0,1001.3,21.1,0.0,NNW,0.9,Changping,EXCELLENT
30145,30146,2016,8,8,1,14.0,23.0,2.0,11.0,700.0,49.0,24.3,1001.3,21.4,0.0,N,0.9,Changping,EXCELLENT
30146,30147,2016,8,8,2,16.0,17.0,2.0,16.0,700.0,41.0,24.1,1001.2,21.0,0.0,N,0.9,Changping,EXCELLENT
30147,30148,2016,8,8,3,16.0,25.0,2.0,18.0,800.0,40.0,23.5,1001.2,21.2,0.0,NE,1.4,Changping,EXCELLENT
30148,30149,2016,8,8,4,14.0,25.0,2.0,20.0,800.0,27.0,23.2,1001.0,21.1,0.0,N,1.2,Changping,EXCELLENT
30149,30150,2016,8,8,5,21.0,29.0,2.0,35.0,800.0,17.0,22.8,1001.4,21.1,0.0,NNW,1.3,Changping,EXCELLENT
30150,30151,2016,8,8,6,20.0,41.0,2.0,39.0,800.0,9.0,22.8,1002.2,21.1,0.0,NW,0.8,Changping,EXCELLENT
30151,30152,2016,8,8,7,29.0,51.0,2.0,59.0,1100.0,2.0,24.4,1002.2,21.3,0.0,N,0.9,Changping,GOOD
30152,30153,2016,8,8,8,33.0,59.0,2.0,62.0,1100.0,9.0,26.4,1002.2,22.0,0.0,N,1.1,Changping,GOOD
30153,30154,2016,8,8,9,43.0,71.0,2.0,52.0,1100.0,34.0,27.9,1001.9,21.7,0.0,SW,1.1,Changping,GOOD
30154,30155,2016,8,8,10,35.0,46.0,2.0,39.0,1000.0,76.0,29.5,1001.7,21.2,0.0,SSW,1.3,Changping,GOOD
30155,30156,2016,8,8,11,21.0,24.0,2.0,19.0,800.0,108.0,30.2,1001.3,20.7,0.0,ESE,1.4,Changping,EXCELLENT
30156,30157,2016,8,8,12,18.0,18.0,2.0,10.0,700.0,119.0,31.5,1000.9,18.8,0.0,SSE,1.9,Changping,EXCELLENT
30157,30158,2016,8,8,13,14.0,14.0,2.0,6.0,600.0,119.0,31.8,1000.5,18.4,0.0,ESE,2.5,Changping,EXCELLENT
30158,30159,2016,8,8,14,15.0,25.0,2.0,8.0,600.0,129.0,32.8,1000.1,18.9,0.0,S,2.1,Changping,GOOD
30159,30160,2016,8,8,15,16.0,16.0,2.0,8.0,600.0,135.0,33.0,999.6,18.0,0.0,SE,2.4,Changping,EXCELLENT
30160,30161,2016,8,8,16,13.0,13.0,2.0,8.0,600.0,141.0,33.0,999.2,16.8,0.0,SE,1.9,Changping,EXCELLENT
30161,30162,2016,8,8,17,7.0,20.0,2.0,11.0,600.0,153.0,32.8,999.0,17.0,0.0,SSW,1.4,Changping,GOOD
30162,30163,2016,8,8,18,17.0,26.0,2.0,12.0,700.0,169.0,32.3,999.0,17.0,0.0,SE,1.9,Changping,GOOD
30163,30164,2016,8,8,19,20.0,46.0,2.0,23.0,800.0,175.0,30.8,999.4,18.5,0.0,S,2.7,Changping,GOOD
30164,30165,2016,8,8,20,18.0,73.0,2.0,34.0,1000.0,133.0,29.1,1000.0,19.4,0.0,S,2.0,Changping,GOOD
30165,30166,2016,8,8,21,27.0,54.0,2.0,31.0,1000.0,124.0,28.4,1000.5,19.1,0.0,SSW,1.0,Changping,GOOD
30166,30167,2016,8,8,22,23.0,53.0,2.0,31.0,1100.0,98.0,25.7,1000.5,19.8,0.0,N,1.2,Changping,GOOD
30167,30168,2016,8,8,23,26.0,43.0,2.0,22.0,900.0,79.0,25.3,1000.9,19.7,0.0,N,1.4,Changping,EXCELLENT
30168,30169,2016,8,9,0,22.0,40.0,2.0,19.0,1000.0,72.0,24.5,1000.9,19.8,0.0,NNW,1.1,Changping,EXCELLENT
30169,30170,2016,8,9,1,28.0,51.0,2.0,20.0,2000.0,47.0,24.2,1000.6,19.9,0.0,N,0.9,Changping,EXCELLENT
30170,30171,2016,8,9,2,34.0,47.0,21.0,21.0,900.0,31.0,23.5,1000.6,19.4,0.0,N,1.5,Changping,EXCELLENT
30171,30172,2016,8,9,3,36.0,36.0,2.0,14.0,800.0,38.0,23.0,1000.4,19.2,0.0,NNW,1.2,Changping,EXCELLENT
30172,30173,2016,8,9,4,32.0,39.0,2.0,17.0,700.0,37.0,22.4,1000.1,19.6,0.0,NNW,1.2,Changping,EXCELLENT
30173,30174,2016,8,9,5,37.0,58.0,2.0,70.0,900.0,7.0,21.9,1000.3,19.5,0.0,NW,0.8,Changping,GOOD
30174,30175,2016,8,9,6,44.0,57.0,2.0,55.0,1300.0,17.0,21.7,1000.7,19.3,0.0,N,1.6,Changping,GOOD
30175,30176,2016,8,9,7,49.0,53.0,2.0,22.0,1400.0,44.0,23.0,1001.2,19.2,0.0,NNW,1.4,Changping,GOOD
30176,30177,2016,8,9,8,41.0,68.0,2.0,38.0,1400.0,43.0,25.4,1001.2,19.5,0.0,WNW,1.2,Changping,GOOD
30177,30178,2016,8,9,9,49.0,57.0,4.0,48.0,1300.0,55.0,27.5,1000.8,17.7,0.0,NNW,1.3,Changping,GOOD
30178,30179,2016,8,9,10,32.0,32.0,7.0,16.0,1000.0,115.0,29.3,1000.3,17.5,0.0,SE,1.8,Changping,EXCELLENT
30179,30180,2016,8,9,11,36.0,43.0,7.0,19.0,900.0,139.0,29.9,1000.0,17.0,0.0,S,1.9,Changping,GOOD
30180,30181,2016,8,9,12,18.0,29.0,7.0,20.0,800.0,168.0,31.0,999.5,15.0,0.0,S,2.2,Changping,GOOD
30181,30182,2016,8,9,13,26.0,35.0,6.0,17.0,800.0,184.0,31.6,998.9,16.7,0.0,SSE,2.3,Changping,GOOD
30182,30183,2016,8,9,14,29.0,65.0,6.0,18.0,1000.0,211.0,32.0,998.4,17.5,0.0,SE,2.6,Changping,GOOD
30183,30184,2016,8,9,15,41.0,78.0,6.0,22.0,1100.0,250.0,32.6,997.7,18.4,0.0,SSE,1.6,Changping,LIGHTLY_POLLUTED
30184,30185,2016,8,9,16,44.0,81.0,7.0,23.0,1400.0,272.0,32.5,997.4,18.3,0.0,ESE,1.8,Changping,LIGHTLY_POLLUTED
30185,30186,2016,8,9,17,51.0,100.0,9.0,23.0,1900.0,295.0,32.3,997.0,19.5,0.0,ESE,2.0,Changping,LIGHTLY_POLLUTED
30186,30187,2016,8,9,18,58.0,133.0,6.0,26.0,2000.0,250.0,31.0,997.1,22.0,0.0,ESE,3.1,Changping,LIGHTLY_POLLUTED
30187,30188,2016,8,9,19,56.0,117.0,3.0,33.0,1900.0,188.0,30.5,997.4,22.1,0.0,S,2.7,Changping,LIGHTLY_POLLUTED
30188,30189,2016,8,9,20,45.0,82.0,2.0,30.0,1400.0,146.0,29.6,998.0,22.8,0.0,S,2.1,Changping,GOOD
30189,30190,2016,8,9,21,40.0,69.0,2.0,31.0,1200.0,118.0,29.1,998.4,22.8,0.0,S,1.8,Changping,GOOD
30190,30191,2016,8,9,22,41.0,68.0,2.0,31.0,1100.0,107.0,28.6,998.6,23.1,0.0,S,2.3,Changping,GOOD
30191,30192,2016,8,9,23,39.0,62.0,2.0,33.0,1000.0,76.0,28.3,998.6,23.2,0.0,SSE,1.7,Changping,GOOD
30192,30193,2016,8,10,0,41.0,50.0,2.0,30.0,900.0,67.0,27.9,998.6,23.5,0.0,SE,1.6,Changping,GOOD
30193,30194,2016,8,10,1,39.0,54.0,2.0,32.0,900.0,55.0,27.5,998.4,23.7,0.0,SSE,1.1,Changping,GOOD
30194,30195,2016,8,10,2,44.0,54.0,2.0,30.0,900.0,49.0,26.9,998.2,23.6,0.0,SSW,0.6,Changping,GOOD
30195,30196,2016,8,10,3,45.0,62.0,2.0,28.0,1000.0,38.0,26.5,998.1,23.8,0.0,ESE,1.1,Changping,GOOD
30196,30197,2016,8,10,4,69.0,83.0,2.0,31.0,1200.0,35.0,25.5,998.0,23.0,0.0,ESE,0.1,Changping,GOOD
30197,30198,2016,8,10,5,88.0,107.0,2.0,33.0,1300.0,27.0,25.1,998.1,23.0,0.0,W,0.4,Changping,GOOD
30198,30199,2016,8,10,6,90.0,101.0,2.0,50.0,1400.0,13.0,25.3,998.5,23.2,0.0,W,1.0,Changping,GOOD
30199,30200,2016,8,10,7,67.0,91.0,2.0,59.0,1200.0,3.0,26.0,998.9,23.5,0.0,SSW,0.8,Changping,GOOD
30200,30201,2016,8,10,8,95.0,138.0,2.0,67.0,1600.0,15.0,27.0,999.1,24.3,0.0,S,1.3,Changping,LIGHTLY_POLLUTED
30201,30202,2016,8,10,9,100.0,111.0,2.0,47.0,1300.0,57.0,28.8,999.0,24.4,0.0,S,1.5,Changping,LIGHTLY_POLLUTED
30202,30203,2016,8,10,10,92.0,102.0,2.0,40.0,1200.0,80.0,30.4,998.8,23.8,0.0,ESE,1.3,Changping,LIGHTLY_POLLUTED
30203,30204,2016,8,10,11,66.0,66.0,2.0,22.0,900.0,142.0,30.8,998.5,22.9,0.0,S,1.4,Changping,GOOD
30204,30205,2016,8,10,12,55.0,69.0,2.0,23.0,800.0,165.0,31.4,998.0,23.5,0.0,S,2.5,Changping,GOOD
30205,30206,2016,8,10,13,54.0,65.0,2.0,18.0,800.0,203.0,32.8,997.5,23.7,0.0,S,2.3,Changping,GOOD
30206,30207,2016,8,10,14,43.0,60.0,2.0,13.0,700.0,184.0,33.0,996.6,23.9,0.0,SSE,2.6,Changping,GOOD
30207,30208,2016,8,10,15,44.0,51.0,2.0,10.0,800.0,172.0,33.5,996.2,23.8,0.0,SE,2.2,Changping,GOOD
30208,30209,2016,8,10,16,53.0,67.0,3.0,10.0,900.0,173.0,33.5,995.9,23.8,0.0,S,2.8,Changping,GOOD
30209,30210,2016,8,10,17,62.0,93.0,3.0,13.0,1100.0,176.0,32.7,995.9,23.9,0.0,S,3.2,Changping,LIGHTLY_POLLUTED
30210,30211,2016,8,10,18,67.0,105.0,2.0,19.0,1200.0,160.0,32.1,995.9,24.2,0.0,S,2.4,Changping,LIGHTLY_POLLUTED
30211,30212,2016,8,10,19,82.0,104.0,2.0,21.0,1200.0,152.0,31.6,996.4,24.2,0.0,SSE,2.5,Changping,LIGHTLY_POLLUTED
30212,30213,2016,8,10,20,87.0,125.0,2.0,21.0,1100.0,162.0,31.2,996.9,24.3,0.0,SSE,3.0,Changping,LIGHTLY_POLLUTED
30213,30214,2016,8,10,21,92.0,137.0,2.0,20.0,1100.0,161.0,31.0,997.4,24.6,0.0,SSE,2.3,Changping,LIGHTLY_POLLUTED
30214,30215,2016,8,10,22,98.0,143.0,2.0,25.0,1100.0,139.0,30.8,997.2,24.9,0.0,SSE,2.9,Changping,LIGHTLY_POLLUTED
30215,30216,2016,8,10,23,90.0,124.0,2.0,28.0,1000.0,91.0,30.3,997.1,25.1,0.0,SSE,1.7,Changping,LIGHTLY_POLLUTED
30216,30217,2016,8,11,0,82.0,105.0,2.0,30.0,900.0,62.0,29.6,997.1,25.4,0.0,SSE,1.0,Changping,GOOD
30217,30218,2016,8,11,1,72.0,93.0,2.0,35.0,1600.0,35.0,29.4,996.8,25.4,0.0,SE,1.6,Changping,GOOD
30218,30219,2016,8,11,2,69.0,88.0,15.0,25.0,500.0,23.0,29.0,997.0,25.4,0.0,ENE,1.7,Changping,GOOD
30219,30220,2016,8,11,3,71.0,82.0,12.0,14.0,700.0,35.0,28.2,997.0,25.2,0.0,N,0.9,Changping,GOOD
30220,30221,2016,8,11,4,72.0,85.0,5.0,13.0,600.0,28.0,28.2,997.2,25.0,0.0,E,1.4,Changping,GOOD
30221,30222,2016,8,11,5,72.0,91.0,3.0,25.0,800.0,28.0,28.0,997.6,25.0,0.0,ENE,1.1,Changping,GOOD
30222,30223,2016,8,11,6,79.0,98.0,2.0,24.0,1000.0,27.0,27.9,998.1,25.1,0.0,ESE,1.2,Changping,GOOD
30223,30224,2016,8,11,7,80.0,102.0,2.0,28.0,1000.0,25.0,28.3,998.4,25.1,0.0,ESE,1.2,Changping,GOOD
30224,30225,2016,8,11,8,82.0,105.0,2.0,32.0,1100.0,27.0,28.5,998.6,25.3,0.0,SE,1.6,Changping,GOOD
30225,30226,2016,8,11,9,94.0,113.0,2.0,30.0,1100.0,38.0,29.5,998.6,25.7,0.0,ESE,1.4,Changping,GOOD
30226,30227,2016,8,11,10,92.0,117.0,2.0,22.0,1100.0,65.0,30.6,998.7,25.4,0.0,SW,0.9,Changping,GOOD
30227,30228,2016,8,11,11,93.0,124.0,2.0,44.0,1100.0,107.0,31.9,998.2,26.0,0.0,SE,1.3,Changping,LIGHTLY_POLLUTED
30228,30229,2016,8,11,12,93.0,124.0,2.0,33.0,1200.0,156.0,32.6,997.9,25.9,0.0,S,1.3,Changping,LIGHTLY_POLLUTED
30229,30230,2016,8,11,13,94.0,125.0,2.0,23.0,1300.0,193.0,33.8,997.3,26.3,0.0,SSW,2.2,Changping,LIGHTLY_POLLUTED
30230,30231,2016,8,11,14,95.0,114.0,2.0,22.0,1400.0,230.0,34.5,996.6,25.9,0.0,SE,1.6,Changping,LIGHTLY_POLLUTED
30231,30232,2016,8,11,15,95.0,131.0,2.0,23.0,1500.0,278.0,34.3,996.3,25.7,0.0,SSW,1.1,Changping,LIGHTLY_POLLUTED
30232,30233,2016,8,11,16,92.0,135.0,2.0,25.0,1400.0,249.0,33.2,996.2,26.7,0.0,SSE,2.4,Changping,LIGHTLY_POLLUTED
30233,30234,2016,8,11,17,96.0,123.0,2.0,27.0,1500.0,170.0,32.7,996.5,26.0,0.0,SSE,2.2,Changping,LIGHTLY_POLLUTED
30234,30235,2016,8,11,18,91.0,99.0,2.0,25.0,1500.0,148.0,32.3,996.6,26.1,0.0,S,1.5,Changping,LIGHTLY_POLLUTED
30235,30236,2016,8,11,19,100.0,118.0,2.0,29.0,1700.0,133.0,31.4,996.5,26.2,0.0,S,1.2,Changping,LIGHTLY_POLLUTED
30236,30237,2016,8,11,20,99.0,138.0,2.0,26.0,1700.0,108.0,30.5,997.3,26.4,0.0,N,1.1,Changping,LIGHTLY_POLLUTED
30237,30238,2016,8,11,21,99.0,138.0,2.0,26.0,1700.0,108.0,30.1,997.2,26.3,0.0,N,1.0,Changping,LIGHTLY_POLLUTED
30238,30239,2016,8,11,22,100.0,100.0,2.0,72.0,1500.0,74.0,29.8,997.5,26.2,0.0,N,1.3,Changping,LIGHTLY_POLLUTED
30239,30240,2016,8,11,23,101.0,101.0,2.0,70.0,1600.0,61.0,29.3,997.1,26.3,0.0,N,0.9,Changping,GOOD
30240,30241,2016,8,12,0,96.0,96.0,2.0,44.0,1500.0,57.0,28.9,997.0,26.3,0.0,N,1.2,Changping,GOOD
30241,30242,2016,8,12,1,89.0,89.0,2.0,35.0,1500.0,54.0,28.7,996.7,26.3,0.0,NNW,1.2,Changping,GOOD
30242,30243,2016,8,12,2,93.0,93.0,2.0,58.0,1400.0,51.0,28.2,996.7,26.4,0.0,N,0.8,Changping,GOOD
30243,30244,2016,8,12,3,99.0,102.0,2.0,72.0,1500.0,17.0,27.9,996.4,26.3,0.0,ENE,0.4,Changping,GOOD
30244,30245,2016,8,12,4,104.0,111.0,2.0,75.0,1600.0,4.0,27.9,996.4,26.3,0.0,WNW,0.9,Changping,LIGHTLY_POLLUTED
30245,30246,2016,8,12,5,101.0,129.0,2.0,188.0,1600.0,2.0,27.8,996.6,26.4,0.0,NW,0.9,Changping,LIGHTLY_POLLUTED
30246,30247,2016,8,12,6,101.0,129.0,2.0,188.0,1600.0,2.0,28.0,996.7,26.4,0.0,W,0.4,Changping,LIGHTLY_POLLUTED
30247,30248,2016,8,12,7,103.0,129.0,2.0,100.0,1600.0,2.0,28.2,996.5,26.4,0.0,NNW,1.0,Changping,LIGHTLY_POLLUTED
30248,30249,2016,8,12,8,108.0,122.0,2.0,97.0,1600.0,7.0,29.5,996.4,26.7,0.0,NW,0.7,Changping,LIGHTLY_POLLUTED
30249,30250,2016,8,12,9,114.0,143.0,2.0,81.0,1600.0,18.0,30.8,996.6,26.9,0.0,WSW,0.8,Changping,LIGHTLY_POLLUTED
30250,30251,2016,8,12,10,114.0,143.0,2.0,77.0,1600.0,24.0,30.6,996.4,26.5,0.0,S,1.7,Changping,LIGHTLY_POLLUTED
30251,30252,2016,8,12,11,123.0,123.0,2.0,51.0,1400.0,53.0,25.3,997.5,23.5,7.0,W,5.7,Changping,LIGHTLY_POLLUTED
30252,30253,2016,8,12,12,123.0,5.0,2.0,29.0,900.0,65.0,25.2,996.7,23.8,5.6,NNE,2.2,Changping,GOOD
30253,30254,2016,8,12,13,10.0,10.0,2.0,29.0,1000.0,60.0,26.7,996.9,23.6,0.0,N,1.5,Changping,EXCELLENT
30254,30255,2016,8,12,14,10.0,10.0,2.0,20.0,800.0,65.0,29.2,997.0,22.4,0.0,N,2.3,Changping,EXCELLENT
30255,30256,2016,8,12,15,11.0,11.0,2.0,16.0,700.0,65.0,29.1,996.8,21.8,0.0,N,1.5,Changping,EXCELLENT
30256,30257,2016,8,12,16,17.0,17.0,2.0,18.0,600.0,63.0,29.4,996.0,21.9,0.0,N,2.2,Changping,EXCELLENT
30257,30258,2016,8,12,17,16.0,16.0,2.0,38.0,600.0,64.0,29.8,995.3,22.3,0.0,NW,1.2,Changping,EXCELLENT
30258,30259,2016,8,12,18,19.0,49.0,2.0,32.0,600.0,47.0,29.3,996.0,22.5,0.0,SW,0.3,Changping,EXCELLENT
30259,30260,2016,8,12,19,19.0,49.0,2.0,32.0,600.0,47.0,28.5,996.2,24.1,0.0,ENE,1.6,Changping,EXCELLENT
30260,30261,2016,8,12,20,18.0,45.0,2.0,20.0,900.0,40.0,27.2,996.9,23.7,0.0,ESE,0.7,Changping,EXCELLENT
30261,30262,2016,8,12,21,23.0,23.0,2.0,21.0,900.0,31.0,26.4,997.3,23.1,0.0,NNW,1.3,Changping,EXCELLENT
30262,30263,2016,8,12,22,20.0,20.0,2.0,32.0,700.0,30.0,25.7,997.5,23.0,0.0,NNW,1.4,Changping,EXCELLENT
30263,30264,2016,8,12,23,18.0,18.0,2.0,27.0,600.0,17.0,25.2,997.1,21.5,0.0,N,1.4,Changping,EXCELLENT
30264,30265,2016,8,13,0,14.0,14.0,2.0,17.0,500.0,21.0,24.4,996.7,21.3,0.0,NW,1.7,Changping,EXCELLENT
30265,30266,2016,8,13,1,14.0,14.0,2.0,22.0,1400.0,12.0,24.2,996.3,21.5,0.0,N,1.0,Changping,EXCELLENT
30266,30267,2016,8,13,2,18.0,26.0,33.0,32.0,400.0,2.0,24.6,996.4,21.5,0.0,WSW,1.1,Changping,EXCELLENT
30267,30268,2016,8,13,3,15.0,18.0,4.0,16.0,500.0,11.0,24.3,996.0,21.6,0.0,NNW,1.5,Changping,EXCELLENT
30268,30269,2016,8,13,4,14.0,31.0,4.0,21.0,500.0,5.0,24.8,996.3,22.3,0.0,S,1.2,Changping,EXCELLENT
30269,30270,2016,8,13,5,16.0,33.0,2.0,28.0,600.0,7.0,24.8,996.5,21.5,0.0,ENE,0.9,Changping,EXCELLENT
30270,30271,2016,8,13,6,18.0,36.0,2.0,23.0,700.0,10.0,24.2,996.9,21.9,0.0,NNW,1.2,Changping,EXCELLENT
30271,30272,2016,8,13,7,24.0,63.0,2.0,34.0,1000.0,4.0,24.7,997.3,22.4,0.0,NNW,1.1,Changping,EXCELLENT
30272,30273,2016,8,13,8,32.0,71.0,3.0,42.0,1100.0,2.0,25.5,997.7,22.4,0.0,N,1.1,Changping,GOOD
30273,30274,2016,8,13,9,27.0,60.0,3.0,46.0,1000.0,3.0,26.5,997.7,22.8,0.0,WNW,1.1,Changping,GOOD
30274,30275,2016,8,13,10,25.0,59.0,3.0,45.0,1100.0,2.0,27.5,997.8,23.5,0.0,W,0.9,Changping,GOOD
30275,30276,2016,8,13,11,22.0,35.0,3.0,44.0,900.0,9.0,27.9,997.8,22.8,0.0,ENE,0.4,Changping,EXCELLENT
30276,30277,2016,8,13,12,20.0,50.0,3.0,38.0,1000.0,9.0,28.4,997.4,22.6,0.0,NNW,1.0,Changping,EXCELLENT
30277,30278,2016,8,13,13,25.0,36.0,5.0,32.0,1000.0,26.0,29.7,997.0,22.9,0.0,NW,1.9,Changping,EXCELLENT
30278,30279,2016,8,13,14,21.0,47.0,5.0,36.0,1000.0,26.0,30.5,996.7,21.6,0.0,NNW,1.1,Changping,EXCELLENT
30279,30280,2016,8,13,15,17.0,17.0,5.0,29.0,800.0,44.0,30.6,996.1,19.0,0.0,N,1.3,Changping,EXCELLENT
30280,30281,2016,8,13,16,19.0,34.0,5.0,32.0,800.0,45.0,29.0,996.5,19.3,0.0,N,1.8,Changping,EXCELLENT
30281,30282,2016,8,13,17,15.0,29.0,4.0,44.0,900.0,33.0,28.2,996.9,16.5,0.0,W,1.9,Changping,EXCELLENT
30282,30283,2016,8,13,18,13.0,13.0,5.0,45.0,1000.0,40.0,27.2,997.2,15.9,0.0,W,3.8,Changping,EXCELLENT
30283,30284,2016,8,13,19,18.0,28.0,3.0,26.0,600.0,54.0,25.6,997.3,17.3,0.0,WNW,2.4,Changping,EXCELLENT
30284,30285,2016,8,13,20,11.0,28.0,2.0,48.0,700.0,28.0,25.1,997.8,16.8,0.0,NW,2.4,Changping,EXCELLENT
30285,30286,2016,8,13,21,12.0,13.0,2.0,37.0,700.0,35.0,24.3,997.9,16.8,0.0,NW,1.7,Changping,EXCELLENT
30286,30287,2016,8,13,22,12.0,18.0,2.0,56.0,700.0,16.0,23.3,997.9,18.6,0.0,NW,1.5,Changping,EXCELLENT
30287,30288,2016,8,13,23,5.0,8.0,2.0,52.0,600.0,20.0,24.2,997.6,15.9,0.0,NNW,1.2,Changping,EXCELLENT
30288,30289,2016,8,14,0,8.0,9.0,2.0,27.0,600.0,49.0,24.5,997.2,15.7,0.0,ENE,1.3,Changping,EXCELLENT
30289,30290,2016,8,14,1,8.0,14.0,2.0,33.0,700.0,39.0,23.4,997.2,16.4,0.0,NNE,1.1,Changping,EXCELLENT
30290,30291,2016,8,14,2,6.0,18.0,2.0,27.0,700.0,41.0,23.6,996.9,17.1,0.0,W,0.4,Changping,EXCELLENT
30291,30292,2016,8,14,3,7.0,18.0,3.0,33.0,700.0,34.0,24.2,997.1,16.7,0.0,ENE,0.9,Changping,EXCELLENT
30292,30293,2016,8,14,4,9.0,20.0,3.0,34.0,800.0,30.0,23.7,997.0,16.5,0.0,E,1.1,Changping,EXCELLENT
30293,30294,2016,8,14,5,9.0,28.0,4.0,37.0,800.0,25.0,23.1,997.5,17.1,0.0,N,1.0,Changping,EXCELLENT
30294,30295,2016,8,14,6,16.0,30.0,8.0,39.0,1100.0,22.0,23.0,997.6,17.5,0.0,NW,1.4,Changping,EXCELLENT
30295,30296,2016,8,14,7,17.0,41.0,10.0,37.0,1200.0,24.0,25.0,997.8,17.2,0.0,NW,2.1,Changping,EXCELLENT
30296,30297,2016,8,14,8,17.0,61.0,8.0,43.0,1100.0,17.0,27.1,998.0,18.4,0.0,W,1.1,Changping,GOOD
30297,30298,2016,8,14,9,16.0,27.0,9.0,36.0,1000.0,28.0,29.6,998.2,18.1,0.0,W,1.2,Changping,EXCELLENT
30298,30299,2016,8,14,10,5.0,45.0,8.0,32.0,1000.0,39.0,31.7,998.4,17.2,0.0,W,1.2,Changping,EXCELLENT
30299,30300,2016,8,14,11,6.0,9.0,7.0,20.0,800.0,57.0,33.1,998.0,16.5,0.0,NW,1.7,Changping,EXCELLENT
30300,30301,2016,8,14,12,10.0,36.0,5.0,15.0,700.0,83.0,33.7,997.7,16.6,0.0,NW,2.0,Changping,EXCELLENT
30301,30302,2016,8,14,13,8.0,8.0,3.0,11.0,600.0,95.0,34.7,997.4,11.8,0.0,ESE,2.3,Changping,EXCELLENT
30302,30303,2016,8,14,14,3.0,18.0,2.0,12.0,600.0,110.0,34.6,997.0,14.0,0.0,SE,2.7,Changping,EXCELLENT
30303,30304,2016,8,14,15,10.0,31.0,2.0,15.0,700.0,131.0,34.0,996.9,15.5,0.0,SSE,2.2,Changping,EXCELLENT
30304,30305,2016,8,14,16,11.0,50.0,2.0,16.0,700.0,152.0,33.3,996.8,16.2,0.0,SSE,1.8,Changping,GOOD
